0.699752,-0.012231,-0.238538,3.141593
3.104836,3.141593,3.141593,3.141593
0.000000,3.141593,3.141593,0.195152
0.000000,3.141593,0.072412,3.141593
0.000000,3.141593,3.141593,2.021777
1.418806,3.141593,3.141593,-1.973293
3.500000,3.141593,2.642002,0.032257
3.500000,1.827201,-2.984821,1.243058
2.014830,2.370978,-3.141593,3.141593
0.000000,-1.597849,-3.141593,1.591261
0.236401,-3.141593,-1.602706,3.141593
0.000000,-3.141593,0.364506,1.579425
1.348323,-3.141593,-2.325492,3.141593
0.000000,-3.141593,-3.141593,0.773155
0.000000,-3.141593,-2.431517,3.141593
0.000000,-3.141593,0.514828,-3.141593
1.752283,-3.141593,1.119769,3.141593
0.000000,-3.141593,-3.141593,2.388619
0.000000,-3.141593,-3.141593,2.077855
3.061333,-3.141593,-3.141593,0.924224
3.500000,-3.141593,0.085465,1.707831
3.500000,-3.141593,1.461998,2.415963
3.500000,-2.291318,2.706510,2.342627
3.500000,-1.002759,2.868063,2.315339
3.500000,0.160236,3.078773,2.207823
2.498808,1.106387,2.980190,2.059621
1.475427,1.865652,2.882947,1.899935
0.982132,2.233579,2.647784,1.720974
0.912818,2.332654,2.419677,1.507988
1.024623,2.322037,2.229144,1.289315
1.143739,2.280040,2.028456,1.066915
1.220010,2.223804,1.808892,0.856831
1.253665,2.156393,1.585234,0.660684
1.262279,2.079642,1.370696,0.477582
1.264525,1.995060,1.172180,0.305531
1.273208,1.903778,0.991302,0.143533
1.293577,1.806884,0.827649,-0.009133
1.325299,1.706077,0.680474,-0.152843
1.364878,1.602608,0.548591,-0.286306
1.407516,1.497829,0.430469,-0.408149
1.449583,1.395780,0.325972,-0.519386
1.487986,1.297097,0.234172,-0.617350
1.521015,1.208131,0.153381,-0.704644
1.547068,1.128902,0.083517,-0.778647
1.565409,1.066821,0.020648,-0.841717
1.570682,1.014640,-0.032841,-0.887153
1.565845,0.985298,-0.089967,-0.922417
1.538987,0.952910,-0.143215,-0.938167
1.527513,0.957379,-0.231298,-0.959941
1.517625,0.960372,-0.265174,-0.975156
1.534786,1.025736,-0.290571,-0.997103
1.530743,1.114453,-0.263437,-1.021490
1.504098,1.239513,-0.263616,-1.032682
1.453228,1.382351,-0.270082,-1.034178
1.385688,1.539845,-0.295843,-1.026018
1.305186,1.696043,-0.322296,-1.010059
1.217537,1.846684,-0.348737,-0.991149
1.127995,1.977299,-0.366753,-0.968258
1.043440,2.083763,-0.375641,-0.944465
0.970845,2.161869,-0.374657,-0.918865
0.915176,2.212707,-0.366101,-0.892242
0.879205,2.238391,-0.352446,-0.863464
0.863613,2.242166,-0.336109,-0.832177
0.867844,2.226657,-0.318898,-0.797496
0.890655,2.193832,-0.302158,-0.759207
0.930212,2.146543,-0.287176,-0.718327
0.983734,2.082297,-0.276322,-0.669091
1.048740,2.000572,-0.270283,-0.609726
1.121952,1.902535,-0.272004,-0.538931
1.200620,1.788390,-0.281278,-0.453439
1.280371,1.662881,-0.300274,-0.356227
1.356347,1.529522,-0.331397,-0.246228
1.425588,1.389171,-0.373054,-0.119626
1.485864,1.247361,-0.425817,0.017369
1.534686,1.105572,-0.488906,0.163572
1.571275,0.966147,-0.561428,0.313913
1.594971,0.829052,-0.641595,0.465572
1.605863,0.693845,-0.728073,0.614983
1.603612,0.558548,-0.818840,0.759908
1.588000,0.420774,-0.912399,0.897327
1.558846,0.277378,-1.006211,1.024416
1.517363,0.126461,-1.099437,1.138174
1.462646,-0.034414,-1.184008,1.240418
1.401592,-0.207733,-1.266395,1.330406
1.337906,-0.398501,-1.330756,1.418691
1.289091,-0.623211,-1.386367,1.510978
1.258754,-0.886570,-1.392707,1.618427
1.243748,-1.177558,-1.345241,1.732095
1.214388,-1.460560,-1.223351,1.845117
1.158377,-1.718436,-1.046278,1.945436
1.077964,-1.935212,-0.818929,2.030328
0.990563,-2.098996,-0.560854,2.098597
0.910613,-2.203799,-0.293119,2.151717
0.847626,-2.243567,-0.027351,2.197433
0.811857,-2.232215,0.220576,2.237226
0.804889,-2.173744,0.452062,2.274948
0.830121,-2.073022,0.666121,2.312359
0.883688,-1.929840,0.864803,2.348520
0.959029,-1.742115,1.045909,2.383269
1.050830,-1.503957,1.201889,2.422673
1.149887,-1.224893,1.322767,2.458441
1.244035,-0.908078,1.398146,2.494763
1.329128,-0.572159,1.418180,2.528124
1.399879,-0.233795,1.378566,2.559497
1.456884,0.087821,1.280845,2.586697
1.500445,0.377364,1.130633,2.610324
1.533178,0.623531,0.937834,2.629038
1.556070,0.819428,0.712848,2.643434
1.570497,0.963210,0.466518,2.652560
1.575867,1.054649,0.207600,2.656832
1.572035,1.096875,-0.057839,2.655552
1.555371,1.087470,-0.321996,2.650993
1.528197,1.036872,-0.583897,2.639750
1.484232,0.935048,-0.829025,2.628082
1.436061,0.800901,-1.073882,2.610053
1.383625,0.599007,-1.293098,2.602701
1.374315,0.336497,-1.527135,2.580896
1.358694,0.017273,-1.638153,2.577359
1.334097,-0.324524,-1.719065,2.544331
1.259931,-0.643021,-1.715179,2.516784
1.161397,-0.998208,-1.669390,2.463224
1.055720,-1.293455,-1.564809,2.419730
0.954407,-1.573456,-1.404878,2.357771
0.873877,-1.776141,-1.221604,2.308638
0.817359,-1.929915,-1.014051,2.242204
0.786907,-2.028522,-0.801853,2.185325
0.788459,-2.080366,-0.588003,2.111922
0.812657,-2.091280,-0.365752,2.050641
0.868923,-2.060919,-0.149034,1.975086
0.938403,-1.993236,0.074379,1.903255
1.025196,-1.884469,0.290964,1.821989
1.114671,-1.737590,0.499859,1.739401
1.204745,-1.556221,0.689676,1.648471
1.288102,-1.346530,0.855014,1.554475
1.364201,-1.116839,0.987371,1.455585
1.430239,-0.877963,1.083680,1.353290
1.485738,-0.639764,1.144448,1.247680
1.530545,-0.409903,1.172301,1.140764
1.564832,-0.193666,1.172402,1.033747
1.588068,0.006689,1.150966,0.928511
1.598680,0.190921,1.112565,0.827939
1.595345,0.360512,1.062566,0.734612
1.576784,0.517829,1.007432,0.649999
1.537664,0.658842,0.946042,0.581025
1.482470,0.803383,0.871549,0.534920
1.459346,0.969524,0.785579,0.486022
1.469020,1.079607,0.718867,0.427323
1.465196,1.179202,0.707576,0.341588
1.420950,1.308306,0.718537,0.243972
1.347709,1.468454,0.724132,0.147016
1.259213,1.632937,0.718539,0.056156
1.166369,1.789107,0.702766,-0.030901
1.077165,1.922754,0.681670,-0.112151
0.998927,2.027649,0.659099,-0.189087
0.937263,2.102514,0.638021,-0.262031
0.895366,2.149579,0.619376,-0.332155
0.874241,2.172413,0.602787,-0.400036
0.873420,2.174371,0.587254,-0.466289
0.891735,2.157936,0.571619,-0.531290
0.927666,2.124618,0.554799,-0.595354
0.979333,2.075242,0.535782,-0.658662
1.044262,2.010395,0.513604,-0.721279
1.119206,1.930938,0.487321,-0.783104
1.200083,1.839191,0.456169,-0.844170
1.282551,1.736393,0.418917,-0.901608
1.360899,1.626283,0.374221,-0.954986
1.431602,1.513027,0.322279,-1.002778
1.491145,1.401575,0.263453,-1.044002
1.538008,1.297825,0.198853,-1.078725
1.571462,1.206627,0.130452,-1.105858
1.590348,1.130714,0.059663,-1.123578
1.593998,1.073313,-0.011793,-1.131652
1.577460,1.026196,-0.084801,-1.125758
1.554675,0.999212,-0.176411,-1.119576
1.535463,0.983683,-0.256167,-1.111530
1.542209,1.014894,-0.312365,-1.111696
1.547754,1.083867,-0.313855,-1.119305
1.536006,1.189076,-0.316749,-1.121951
1.497972,1.316791,-0.324091,-1.116284
1.439846,1.464175,-0.348343,-1.101693
1.365596,1.617958,-0.377312,-1.079998
1.280445,1.769973,-0.406098,-1.054239
1.189991,1.910232,-0.427770,-1.026191
1.100613,2.029261,-0.439400,-0.997041
1.019413,2.122247,-0.439915,-0.967444
0.952543,2.187523,-0.430858,-0.937488
0.903936,2.226537,-0.414862,-0.906683
0.875299,2.242056,-0.394772,-0.874276
0.866689,2.237073,-0.372888,-0.839442
0.877244,2.213963,-0.350897,-0.801506
0.905645,2.174251,-0.330110,-0.760222
0.949885,2.121519,-0.311698,-0.717392
1.006627,2.050309,-0.299151,-0.662506
1.074360,1.961494,-0.291599,-0.597529
1.149304,1.857902,-0.292677,-0.522336
1.228203,1.738520,-0.302111,-0.430661
1.306701,1.610179,-0.322563,-0.329347
1.380339,1.473690,-0.354897,-0.212552
1.446528,1.332723,-0.398234,-0.082152
1.502848,1.190812,-0.452782,0.058547
1.547498,1.050051,-0.517648,0.206444
1.579718,0.911774,-0.591592,0.357545
1.599166,0.775888,-0.672970,0.508644
1.605760,0.641305,-0.760162,0.656811
1.599190,0.505906,-0.851343,0.799519
1.579133,0.366966,-0.944645,0.933853
1.545834,0.221263,-1.037448,1.056833
1.500978,0.067774,-1.130350,1.165862
1.441494,-0.095951,-1.208178,1.265533
1.380226,-0.275399,-1.291704,1.352545
1.319166,-0.475245,-1.347317,1.442934
1.278438,-0.713636,-1.394804,1.538739
1.252659,-0.986286,-1.378326,1.651009
1.236658,-1.278865,-1.310173,1.764861
1.197646,-1.553538,-1.165236,1.875404
1.132913,-1.799412,-0.971556,1.970797
1.047983,-1.998380,-0.730686,2.050541
0.962078,-2.142455,-0.467782,2.113849
0.887045,-2.223920,-0.198555,2.164034
0.832465,-2.246121,0.060930,2.207159
0.806256,-2.215461,0.304440,2.247402
0.810140,-2.145252,0.527915,2.282977
0.844733,-2.027219,0.737871,2.322642
0.907535,-1.871888,0.929528,2.357186
0.988500,-1.665435,1.103889,2.394584
1.084406,-1.413657,1.248456,2.432645
1.182178,-1.120038,1.355141,2.469111
1.274040,-0.795223,1.412263,2.504536
1.354364,-0.456373,1.412145,2.537615
1.420556,-0.121959,1.352327,2.567702
1.472808,0.190266,1.235830,2.593969
1.512598,0.466024,1.070009,2.616032
1.541865,0.695607,0.865022,2.633484
1.561921,0.873919,0.631715,2.646186
1.573324,0.999775,0.380188,2.653849
1.575747,1.074255,0.118739,2.656233
1.568407,1.100031,-0.147930,2.653401
1.546697,1.072851,-0.409237,2.648024
1.516936,1.011130,-0.671738,2.633870
1.465805,0.889360,-0.905497,2.624056
1.420377,0.745391,-1.158201,2.603338
1.372304,0.515732,-1.364663,2.599959
1.373767,0.230367,-1.586384,2.574627
1.351804,-0.090722,-1.664255,2.571916
1.314285,-0.441381,-1.727648,2.532096
1.229352,-0.752989,-1.705871,2.503199
1.124925,-1.109665,-1.638513,2.444922
1.021104,-1.388001,-1.518322,2.402802
0.924556,-1.650820,-1.343819,2.337682
0.851609,-1.833412,-1.154173,2.289916
0.804869,-1.968036,-0.943333,2.220398
0.783018,-2.051529,-0.729429,2.163560
0.795112,-2.087498,-0.514415,2.089840
0.827523,-2.086493,-0.292490,2.025859
0.891261,-2.041559,-0.074079,1.951672
0.965875,-1.962097,0.147691,1.875453
1.055255,-1.838507,0.363055,1.795753
1.145540,-1.680529,0.565924,1.708812
1.233617,-1.488173,0.748527,1.617840
1.314622,-1.271302,0.903687,1.521148
1.387512,-1.036737,1.023769,1.422014
1.450121,-0.797407,1.108191,1.317838
1.501918,-0.561175,1.157187,1.211994
1.543252,-0.335476,1.175291,1.104634
1.573907,-0.124652,1.167085,0.998172
1.593281,0.070558,1.140257,0.893752
1.598983,0.248838,1.096075,0.795913
1.591269,0.415754,1.045523,0.704495
1.565262,0.565129,0.985634,0.625765
1.521346,0.709335,0.925266,0.561282
1.467382,0.853025,0.841962,0.521563
1.462302,1.019892,0.758325,0.465715
1.470702,1.107216,0.711923,0.401890
1.454207,1.219938,0.708096,0.309582
1.398960,1.358962,0.722689,0.210994
1.318943,1.523764,0.722781,0.115902
1.228179,1.687150,0.714432,0.026442
1.135601,1.836902,0.695904,-0.058801
1.049329,1.961365,0.674118,-0.138387
0.976132,2.056083,0.651796,-0.213950
0.920870,2.121266,0.631567,-0.285827
0.885929,2.159778,0.613719,-0.355148
0.871730,2.175261,0.597629,-0.422428
0.877497,2.170810,0.582198,-0.488228
0.901924,2.148572,0.566284,-0.552889
0.943385,2.109785,0.548832,-0.616687
0.999828,2.055138,0.528851,-0.679766
1.068532,1.985254,0.505387,-0.742139
1.145979,1.901194,0.477505,-0.803649
1.227838,1.806084,0.444612,-0.864449
1.309805,1.699649,0.404935,-0.919635
1.385503,1.588864,0.357548,-0.972416
1.453231,1.474614,0.303548,-1.016841
1.508198,1.366106,0.241907,-1.056966
1.550836,1.264800,0.176714,-1.088114
1.579742,1.180533,0.105908,-1.113910
1.592582,1.107316,0.037312,-1.125886
1.592484,1.060021,-0.039236,-1.133315
1.566344,1.009492,-0.107365,-1.120275
1.551725,0.999541,-0.216424,-1.119477
1.530734,0.982560,-0.267665,-1.109656
1.548192,1.038340,-0.326475,-1.112742
1.545232,1.112687,-0.307473,-1.121910
1.526111,1.230463,-0.321256,-1.120587
1.480094,1.363229,-0.329013,-1.112201
1.416371,1.515732,-0.359186,-1.095285
1.337725,1.668764,-0.386843,-1.071340
1.250333,1.819166,-0.414772,-1.045363
1.159484,1.952647,-0.432729,-1.016310
1.072047,2.063705,-0.440804,-0.987338
0.995090,2.147280,-0.437713,-0.957393
0.934025,2.203587,-0.426015,-0.927375
0.892045,2.234337,-0.408320,-0.896025
0.870194,2.242680,-0.387398,-0.862943
0.868159,2.231362,-0.365321,-0.827085
0.884882,2.202546,-0.343599,-0.788039
0.918826,2.158291,-0.323600,-0.746061
0.967770,2.099028,-0.306681,-0.699474
1.028465,2.022965,-0.295707,-0.643092
1.098699,1.928412,-0.291320,-0.573103
1.175675,1.819227,-0.294699,-0.492879
1.255040,1.696181,-0.307459,-0.397691
1.332173,1.565407,-0.332277,-0.292367
1.403503,1.426508,-0.368230,-0.169822
1.466731,1.285137,-0.415439,-0.036081
1.519206,1.143217,-0.473540,0.107756
1.559787,1.003299,-0.541686,0.256973
1.587682,0.865805,-0.618251,0.408546
1.602853,0.730573,-0.701832,0.558872
1.605028,0.595949,-0.790494,0.705565
1.593974,0.459711,-0.882674,0.845750
1.569346,0.318859,-0.976069,0.976626
1.531885,0.170672,-1.068703,1.095113
1.482400,0.013754,-1.158502,1.200455
1.420947,-0.153836,-1.236442,1.295658
1.357991,-0.338521,-1.312703,1.382593
1.302006,-0.550099,-1.367291,1.474306
1.267852,-0.802642,-1.396492,1.576047
1.249287,-1.086437,-1.363056,1.690094
1.228119,-1.374946,-1.266868,1.804131
1.179824,-1.640864,-1.104534,1.909747
1.105703,-1.872220,-0.893203,1.999802
1.018140,-2.053350,-0.642765,2.073655
0.934461,-2.177295,-0.376765,2.131753
0.865292,-2.236316,-0.108171,2.179377
0.819975,-2.242365,0.144334,2.219518
0.803097,-2.195284,0.382262,2.259899
0.818861,-2.110805,0.599534,2.295976
0.863041,-1.979469,0.804198,2.334142
0.932822,-1.808307,0.990476,2.368584
1.019596,-1.585229,1.156016,2.407461
1.117798,-1.319547,1.288919,2.444332
1.213992,-1.013286,1.380257,2.480993
1.302742,-0.681994,1.418784,2.515473
1.378228,-0.342355,1.398589,2.547901
1.439746,-0.013590,1.319231,2.576627
1.487459,0.287797,1.185092,2.601712
1.523588,0.548928,1.004970,2.622158
1.549548,0.761563,0.789194,2.638177
1.566758,0.922321,0.548742,2.649135
1.575121,1.030557,0.293017,2.655184
1.574450,1.088475,0.029386,2.655730
1.562775,1.096819,-0.236881,2.651856
1.537560,1.056047,-0.497301,2.644186
1.501273,0.976054,-0.753395,2.630530
1.449495,0.846118,-0.989072,2.617837
1.401126,0.675562,-1.230326,2.602321
1.372093,0.428776,-1.449546,2.591290
1.367831,0.120607,-1.616980,2.576251
1.346137,-0.206810,-1.695523,2.558845
1.288085,-0.545065,-1.722595,2.524743
1.195891,-0.877412,-1.691562,2.483531
1.089121,-1.204966,-1.603130,2.431888
0.986143,-1.485945,-1.463097,2.380265
0.897597,-1.717109,-1.282979,2.322729
0.832379,-1.886104,-1.083174,2.265936
0.794439,-2.001126,-0.872011,2.202586
