0.000000,2.500000,-5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000049,2.500001,-5.000000,-0.002924,-0.000003,0.000011,0.996900,-0.000305,-0.005957,0.078459
0.002501,2.497750,-4.958081,0.172924,-0.131603,1.668672,0.982037,0.071143,0.078320,0.156231
0.011147,2.491170,-4.886897,0.172924,-0.131603,1.178672,0.963499,0.135810,0.166705,0.159485
0.019793,2.484590,-4.840214,0.172924,-0.131603,0.688672,0.934114,0.223268,0.169274,0.221199
0.028439,2.478010,-4.818030,0.172924,-0.131603,0.198672,0.885261,0.285995,0.247271,0.270881
0.053123,2.462087,-4.803891,0.839037,-0.507252,0.339787,0.850282,0.319852,0.350101,0.228353
0.142628,2.412712,-4.769019,2.780116,-1.475598,0.981515,0.797464,0.370058,0.421967,0.221476
0.331217,2.311075,-4.709530,4.727411,-2.651378,1.395730,0.801718,0.434438,0.359347,0.198447
0.592732,2.157105,-4.639692,5.707217,-3.543100,1.384466,0.782294,0.522088,0.271403,0.204402
0.878093,1.979950,-4.582719,5.707217,-3.543100,0.894466,0.812627,0.515258,0.179901,0.204404
1.165398,1.799662,-4.548374,5.782011,-3.667819,0.483119,0.838518,0.470263,0.089773,0.260155
1.454498,1.616271,-4.536468,5.782011,-3.667819,-0.006881,0.861056,0.403828,0.058103,0.303528
1.750374,1.417385,-4.532629,6.024847,-4.285791,0.172326,0.865524,0.355361,-0.047691,0.349731
2.051616,1.203096,-4.536263,6.024847,-4.285791,-0.317674,0.877397,0.311760,-0.149486,0.332617
2.352858,0.988806,-4.564397,6.024847,-4.285791,-0.807674,0.859677,0.248994,-0.251956,0.368070
2.654101,0.774517,-4.617030,6.024847,-4.285791,-1.297674,0.905907,0.195081,-0.248674,0.281844
2.944296,0.546574,-4.669041,5.570378,-4.801869,-0.773082,0.900117,0.095447,-0.259115,0.336953
3.222815,0.306480,-4.719945,5.570378,-4.801869,-1.263082,0.860081,0.035143,-0.359644,0.360112
3.501334,0.066387,-4.795349,5.570378,-4.801869,-1.753082,0.809542,-0.022925,-0.454358,0.371046
3.737190,-0.189480,-4.867046,3.821267,-5.426232,-1.181104,0.758377,-0.067619,-0.543433,0.353513
3.873448,-0.475627,-4.915425,1.603695,-5.971534,-0.787930,0.736130,-0.150758,-0.564488,0.341669
3.895638,-0.780933,-4.948640,-0.728818,-6.175187,-0.563617,0.720206,-0.254122,-0.552184,0.334392
3.800165,-1.086275,-4.973213,-3.085257,-5.966629,-0.424871,0.719360,-0.348728,-0.504695,0.325872
3.588272,-1.371059,-4.991055,-5.372912,-5.365842,-0.281248,0.724651,-0.417644,-0.438896,0.328364
3.265217,-1.617345,-4.999901,-7.519880,-4.434289,-0.051400,0.738702,-0.462296,-0.356902,0.336485
2.853885,-1.818176,-4.999682,-8.905189,-3.568954,0.081268,0.757412,-0.483205,-0.267287,0.348422
2.390498,-1.981797,-4.997020,-9.608828,-2.961591,0.039504,0.778981,-0.483358,-0.172360,0.360341
1.900248,-2.118700,-4.998692,-9.984730,-2.507511,-0.097857,0.798202,-0.468889,-0.079217,0.369784
1.394249,-2.232814,-5.006756,-10.238938,-2.052682,-0.218855,0.812989,-0.445739,0.008521,0.374556
0.877481,-2.322174,-5.018909,-10.413172,-1.518907,-0.263369,0.823247,-0.417503,0.089804,0.374018
0.354539,-2.382947,-5.031482,-10.484294,-0.911169,-0.237758,0.829818,-0.385819,0.163634,0.368469
-0.168929,-2.412303,-5.041743,-10.434096,-0.264454,-0.172867,0.833649,-0.351795,0.229390,0.358678
-0.686814,-2.409197,-5.048493,-10.262149,0.385170,-0.098941,0.835616,-0.316471,0.286985,0.345297
-1.193278,-2.374118,-5.051779,-9.979065,1.012702,-0.035385,0.836433,-0.280820,0.336740,0.328826
-1.683073,-2.308500,-5.052331,-9.597444,1.605340,0.009798,0.836635,-0.245707,0.379199,0.309641
-2.151514,-2.214212,-5.051082,-9.126838,2.158428,0.036341,0.836610,-0.211862,0.414986,0.288068
-2.594305,-2.093270,-5.048888,-8.573197,2.670548,0.047472,0.836627,-0.179878,0.444736,0.264402
-3.007397,-1.947763,-5.046427,-7.940548,3.140377,0.047109,0.836855,-0.150211,0.469078,0.238904
-3.386948,-1.779869,-5.044195,-7.233076,3.565470,0.038546,0.837378,-0.123186,0.488613,0.211849
-3.729365,-1.591917,-5.042548,-6.456673,3.942365,0.024124,0.838215,-0.099002,0.503900,0.183518
-4.031394,-1.386409,-5.041734,-5.618903,4.267546,0.005733,0.839336,-0.077724,0.515480,0.154118
-4.290197,-1.166009,-5.041913,-4.728941,4.538052,-0.015033,0.840662,-0.059317,0.523849,0.123897
-4.503418,-0.933503,-5.043164,-3.796769,4.751943,-0.036556,0.842107,-0.043596,0.529445,0.092969
-4.669214,-0.691748,-5.045490,-2.833023,4.908302,-0.057357,0.843544,-0.030307,0.532665,0.061494
-4.786276,-0.443619,-5.048818,-1.848405,5.007160,-0.076000,0.844885,-0.019035,0.533795,0.029492
-4.853906,-0.191976,-5.053045,-0.856557,5.049293,-0.092690,0.845980,-0.009409,0.533124,-0.002782
-4.872028,0.060395,-5.058056,0.131095,5.036577,-0.106755,0.846862,-0.000867,0.530632,-0.035394
-4.841316,0.310830,-5.063796,1.096022,4.972412,-0.121299,0.847474,0.006734,0.526437,-0.067868
-4.762782,0.556825,-5.070074,2.043132,4.859258,-0.127380,0.848227,0.013986,0.519764,-0.100798
-4.637410,0.795978,-5.076350,2.968859,4.699040,-0.120801,0.848364,0.021002,0.511747,-0.133981
-4.465967,1.025877,-5.081705,3.885139,4.488734,-0.090146,0.847638,0.029012,0.502334,-0.168308
-4.249367,1.244030,-5.085071,4.774377,4.228822,-0.041199,0.845217,0.038668,0.492435,-0.204008
-3.989411,1.448003,-5.085725,5.618290,3.921134,0.018516,0.841293,0.050766,0.481134,-0.241163
-3.688849,1.635516,-5.083336,6.397494,3.570205,0.080701,0.835751,0.065719,0.467976,-0.279642
-3.351279,1.804550,-5.077935,7.097286,3.182109,0.139160,0.828594,0.083741,0.452208,-0.319259
-2.980963,1.953448,-5.069849,7.706122,2.765287,0.188093,0.819593,0.104770,0.433551,-0.359615
-2.582618,2.081008,-5.059675,8.217387,2.329426,0.222549,0.808474,0.128571,0.411798,-0.400326
-2.161174,2.186522,-5.048232,8.629324,1.884603,0.238392,0.794952,0.154683,0.387080,-0.440787
-1.721522,2.269750,-5.036503,8.945282,1.439321,0.233489,0.778794,0.182541,0.359670,-0.480411
-1.268293,2.330802,-5.025503,9.172256,0.998935,0.208562,0.759895,0.211530,0.329985,-0.518578
-0.805737,2.369974,-5.016150,9.318351,0.565433,0.166926,0.738276,0.241056,0.298480,-0.554752
-0.337727,2.387592,-5.009150,9.390519,0.138081,0.113768,0.714099,0.270577,0.265606,-0.588475
0.132148,2.383911,-5.004929,9.393084,-0.285351,0.055109,0.687635,0.299624,0.231785,-0.619402
0.600438,2.359063,-5.003613,9.327225,-0.707404,-0.003052,0.659247,0.327792,0.197404,-0.647284
1.063677,2.313071,-5.005044,9.191143,-1.129958,-0.055394,0.629362,0.354736,0.162827,-0.671976
1.518250,2.245899,-5.008827,8.980700,-1.553412,-0.097822,0.598420,0.380170,0.128372,-0.693458
1.960302,2.157548,-5.014410,8.690579,-1.975961,-0.128024,0.567023,0.403795,0.094320,-0.711714
2.385712,2.048157,-5.021164,8.315391,-2.393801,-0.145217,0.535843,0.425336,0.060932,-0.726807
2.790118,1.918110,-5.028460,7.850981,-2.801142,-0.150226,0.505579,0.444522,0.028387,-0.738907
3.168997,1.768109,-5.035736,7.295116,-3.191013,-0.144820,0.476988,0.461119,-0.003185,-0.748225
3.517799,1.599231,-5.042549,6.648806,-3.555438,-0.131903,0.450695,0.474925,-0.033752,-0.755103
3.832122,1.412962,-5.048620,5.917007,-3.886108,-0.115118,0.427260,0.485736,-0.063402,-0.759927
4.107889,1.211178,-5.053840,5.107770,-4.175626,-0.097662,0.407252,0.493358,-0.092278,-0.763038
4.341492,0.996093,-5.058239,4.231577,-4.418017,-0.081872,0.390998,0.497627,-0.120567,-0.764821
4.529899,0.770180,-5.061946,3.301133,-4.608748,-0.069333,0.378718,0.498361,-0.148460,-0.765616
4.670741,0.536096,-5.065136,2.330032,-4.744910,-0.060495,0.370447,0.495388,-0.176112,-0.765731
4.762338,0.296611,-5.067989,1.332388,-4.824960,-0.054976,0.366116,0.488531,-0.203615,-0.765400
4.803714,0.054539,-5.070643,0.322192,-4.848515,-0.051716,0.365544,0.477609,-0.230974,-0.764799
4.794594,-0.187309,-5.073183,-0.686519,-4.816125,-0.049504,0.368498,0.462439,-0.258093,-0.764033
4.735401,-0.426170,-5.075634,-1.679783,-4.729204,-0.047308,0.374676,0.442839,-0.284758,-0.763167
4.627255,-0.659376,-5.077981,-2.643768,-4.590053,-0.044608,0.383734,0.418656,-0.310621,-0.762227
4.471937,-0.884393,-5.080194,-3.565697,-4.401769,-0.041269,0.395256,0.389758,-0.335239,-0.761233
4.271874,-1.098871,-5.082268,-4.432693,-4.168652,-0.038544,0.408907,0.356141,-0.358055,-0.760101
4.030019,-1.300672,-5.084235,-5.236483,-3.894924,-0.036586,0.424259,0.317678,-0.378509,-0.758825
3.749674,-1.487870,-5.086129,-5.971285,-3.584798,-0.035330,0.441215,0.274407,-0.395858,-0.757183
3.434200,-1.658650,-5.087831,-6.640564,-3.238493,-0.028683,0.459730,0.225966,-0.409144,-0.755108
3.086777,-1.811163,-5.088871,-7.247926,-2.854498,-0.008560,0.480266,0.172583,-0.416869,-0.752183
2.710497,-1.943498,-5.088388,-7.793342,-2.431954,0.032539,0.502953,0.114799,-0.417542,-0.748008
2.308800,-2.053975,-5.085469,-8.263388,-1.981153,0.088881,0.527755,0.054089,-0.409995,-0.741925
1.885819,-2.141619,-5.079692,-8.643889,-1.519893,0.146540,0.554125,-0.008012,-0.393566,-0.733476
1.446221,-2.206386,-5.071384,-8.927818,-1.067477,0.189475,0.581406,-0.069738,-0.367990,-0.722278
0.994754,-2.249038,-5.061519,-9.118791,-0.636570,0.207960,0.608797,-0.129425,-0.333565,-0.708060
